HW_unique_ID,HW_2014_ORG_ID,CWNS_2016_ID,CWNS_2022_ID,new since 2014,closed since 2014,Latitude,Longitude,Facility_Name,HW POP 2014,EPA POP 2016,EPA POP 2022,EPA Treated POP 2022,EPA POP TYPE 2022
32760,31000625001,31000625001,31000625001,,,42.7301,-97.496,CROFTON WWTP,750.0,750.0,868.0,868.0,Receiving Collection
32761,31000632001,31000632001,31000632001,,,41.6671,-103.0995,"BRIDGEPORT, WWTP",1555.0,1555.0,1656.0,1656.0,Receiving Collection
32762,31000635001,31000635001,31000635001,,,40.2296,-100.8302,CULBERTSON WWTP,595.0,595.0,587.0,587.0,Receiving Collection
32763,31000640001,31000640001,31000640001,,,40.6317,-100.515,"CURTIS, WWTP",832.0,832.0,811.0,811.0,Receiving Collection
32764,31000650001,31000650001,31000650001,,,42.4095,-96.4188,DAKOTA CITY WWTP,1429.0,1429.0,1532.0,1532.0,Receiving Collection
32765,31000651001,31000651001,31000651001,,,42.2669,-96.7347,EMERSON WWTP,878.0,878.0,904.0,904.0,Receiving Collection
32766,31000655001,31000655001,31000655001,,,41.4167,-102.9667,DALTON WWTP,332.0,332.0,330.0,330.0,Receiving Collection
32767,31000665001,31000665001,31000665001,,,41.1193,-98.5474,DANNEBROG WWTP,324.0,324.0,298.0,298.0,Receiving Collection
32768,31000675001,31000675001,31000675001,,,40.3144,-97.7961,DAVENPORT WWTP,339.0,339.0,363.0,363.0,Receiving Collection
32769,31000680001,31000680001,31000680001,,,40.9873,-96.6714,DAVEY WWTP,153.0,153.0,160.0,160.0,Receiving Collection
32770,31000685001,31000685001,31000685001,,,41.2441,-97.1382,DAVID CITY WWTP,2250.0,2250.0,2841.0,2841.0,Receiving Collection
32771,31000695001,31000695001,31000695001,,,40.3238,-97.3061,DAYKIN WWTP,203.0,203.0,186.0,186.0,Receiving Collection
32772,31000705001,31000705001,31000705001,,,40.7413,-96.8455,DENTON STP,189.0,189.0,197.0,197.0,Receiving Collection
32773,31000710001,31000710001,31000710001,,,40.14,-97.7229,DESHLER WWTP,1034.0,1034.0,1095.0,1095.0,Receiving Collection
32774,31000715001,31000715001,31000715001,,,40.3594,-98.1369,DEWEESE WWTP,74.0,74.0,79.0,79.0,Receiving Collection
32775,31000720001,31000720001,31000720001,,,40.3945,-96.9143,DE WITT WWTP,605.0,605.0,653.0,653.0,Receiving Collection
32776,31000730001,31000730001,31000730001,,,40.1141,-96.9322,DILLER WWTP,298.0,298.0,281.0,281.0,Receiving Collection
32777,31000735001,31000735001,31000735001,,,41.2442,-103.5208,DIX WWTP,345.0,345.0,306.0,306.0,Receiving Collection
32778,31000740001,31000740001,31000740001,,,42.4097,-96.9911,DIXON WWTP,129.0,129.0,138.0,138.0,Receiving Collection
32779,31000750001,31000750001,31000750001,,,40.7788,-98.3689,DONIPHAN WWTP,763.0,763.0,1010.0,1010.0,Receiving Collection
32780,31000755001,31000755001,31000755001,,,40.6383,-97.1144,DORCHESTER WWTP,615.0,615.0,556.0,556.0,Receiving Collection
32781,31000765001,31000765001,31000765001,,,40.0297,-96.0439,DUBOIS WWTP,181.0,181.0,194.0,194.0,Receiving Collection
32782,31000780001,31000780001,31000780001,,,41.8253,-100.1631,DUNNING WWTP,184.0,184.0,75.0,75.0,Receiving Collection
32783,31000785001,31000785001,31000785001,,,41.0797,-97.0238,DWIGHT WWTP,223.0,223.0,220.0,220.0,Receiving Collection
32784,31000795001,31000795001,31000795001,,,41.0167,-99.625,EDDYVILLE WWTP,121.0,121.0,105.0,105.0,Receiving Collection
32785,31000800001,31000800001,31000800001,,,40.3868,-97.9572,EDGAR WWTP,769.0,769.0,472.0,472.0,Receiving Collection
32786,31000810001,31000810001,31000810001,,,41.2811,-98.5619,ELBA WWTP,243.0,243.0,261.0,261.0,Receiving Collection
32787,31000815001,31000815001,31000815001,,,41.9852,-98.0846,ELGIN WWTP,661.0,661.0,783.0,783.0,Receiving Collection
32788,31000820001,31000820001,31000820001,,,40.2814,-96.1253,ELK CREEK WWTP,142.0,142.0,152.0,152.0,Receiving Collection
32789,31000825001,31000825001,nan,,,41.2766,-96.2156,ELKHORN WWTP,8000.0,8000.0,,,
32790,31000840001,31000840001,31000840001,,,40.85,-101.3833,ELSIE WWTP,153.0,153.0,147.0,147.0,Receiving Collection
32791,31000841001,31000841001,31000841001,,,40.7958,-101.4844,MADRID WWTP,265.0,265.0,231.0,231.0,Receiving Collection
32792,31000842001,31000842001,31000842001,,,40.7667,-102.0333,VENANGO WWTP,234.0,234.0,157.0,157.0,Receiving Collection
32793,31000845001,31000845001,31000845001,,,40.4553,-99.7358,ELWOOD WWTP,734.0,734.0,674.0,674.0,Receiving Collection
32794,31000847001,31000847001,31000847001,,,40.672046,-99.847183,GOSPER CO. (JOHNSON LAKE),2100.0,2100.0,750.0,750.0,Receiving Collection
32795,31000865001,31000865001,31000865001,,,40.0838,-97.0897,ENDICOTT WWTP,203.0,203.0,218.0,218.0,Receiving Collection
32796,31000870001,31000870001,31000870001,,,41.775,-98.6828,ERICSON WWTP,134.0,134.0,144.0,144.0,Receiving Collection
32797,31000875001,31000875001,31000875001,,,40.6633,-100.0283,"EUSTIS, WWTP",469.0,469.0,503.0,503.0,Receiving Collection
32798,31000890001,31000890001,31000890001,,,40.1239,-97.1786,FAIRBURY WWTP,4262.0,4262.0,3942.0,3942.0,Receiving Collection
32799,31000895001,31000895001,31000895001,,,40.4252,-98.0991,FAIRFIELD WWTP,557.0,557.0,414.0,414.0,Receiving Collection
32800,31000900001,31000900001,31000900001,,,40.6348,-97.5852,FAIRMONT WWTP,708.0,708.0,750.0,750.0,Receiving Collection
32801,31000905001,31000905001,31000905001,,,40.0392,-95.5948,FALLS CITY WWTP,4691.0,4691.0,4325.0,4325.0,Receiving Collection
32802,31000906001,31000906001,31000906001,,,40.2356,-95.7736,STELLA WWTP,422.0,422.0,150.0,150.0,Receiving Collection
32803,31000909001,31000909001,31000909001,,,40.1483,-95.7127,VERDON WWTP,142.0,142.0,152.0,152.0,Receiving Collection
32804,31000911001,31000911001,31000911001,,,40.1591,-95.9397,HUMBOLDT WWTP,941.0,941.0,913.0,913.0,Receiving Collection
32805,31000912001,31000912001,31000912001,,,40.1331,-95.8307,DAWSON WWTP,255.0,255.0,273.0,273.0,Receiving Collection
32806,31000913001,31000913001,31000913001,,,40.235,-95.6831,SHUBERT WWTP,234.0,234.0,163.0,163.0,Receiving Collection
32807,31000915001,31000915001,31000915001,,,40.705,-100.215,FARNAM WWTP,223.0,223.0,173.0,173.0,Receiving Collection
32808,31000917001,31000917001,31000917001,,,41.2131,-98.6233,FARWELL WWTP,172.0,172.0,92.0,92.0,Receiving Collection
32809,31000925001,31000925001,31000925001,,,40.5371,-96.6046,FIRTH WWTP,564.0,564.0,605.0,605.0,Receiving Collection
32810,31000945001,31000945001,31000945001,,,40.0967,-98.9533,FRANKLIN WWTP,1229.0,1229.0,926.0,926.0,Receiving Collection
32811,31000950001,31000950001,31000950001,,,41.4222,-96.3461,FREMONT WWTP,31249.0,31249.0,30949.0,30949.0,Receiving Collection
32812,31000951001,31000951001,31000951001,,,41.7211,-96.8802,DODGE WWTP,700.0,700.0,550.0,550.0,Receiving Collection
32813,31000952001,31000952001,31000952001,,,41.6096,-96.5425,HOOPER WWTP,951.0,951.0,896.0,896.0,Receiving Collection
32814,31000954001,31000954001,31000954001,,,41.5351,-96.4636,NICKERSON WWTP,431.0,431.0,462.0,462.0,Receiving Collection
32815,31000955001,31000955001,31000955001,,,41.7028,-96.7887,SNYDER WWTP,397.0,397.0,426.0,426.0,Receiving Collection
32816,31000956001,31000956001,31000956001,,,41.7377,-96.5063,UEHLING WWTP,275.0,275.0,230.0,230.0,Receiving Collection
32817,31000957001,31000957001,31000957001,,,41.4611,-96.7681,NORTH BEND WWTP,1419.0,1419.0,1340.0,1340.0,Receiving Collection
32818,31000960001,31000960001,31000960001,,,41.3711,-97.9467,"FULLERTON, WWTP",1595.0,1595.0,1569.0,1569.0,Receiving Collection
32819,31000965001,31000965001,31000965001,,,40.4667,-99.25,FUNK WWTP,183.0,183.0,196.0,196.0,Receiving Collection
32820,31000975001,31000975001,31000975001,,,40.9417,-96.9869,GARLAND WWTP,250.0,250.0,210.0,210.0,Receiving Collection
32821,31000990001,31000990001,31000990001,,,41.4419,-97.7248,GENOA WWTP,1082.0,1082.0,1160.0,1160.0,Receiving Collection
32822,31001005001,31001005001,31001005001,,,40.1444,-97.4106,GILEAD WWTP,37.0,37.0,40.0,40.0,Receiving Collection
32823,31001010001,31001010001,31001010001,,,40.7814,-98.1542,GILTNER WWTP,389.0,389.0,374.0,374.0,Receiving Collection
32824,31001015001,31001015001,31001015001,,,40.4981,-98.2447,GLENVIL WWTP,360.0,360.0,310.0,310.0,Receiving Collection
32825,31001020001,31001020001,31001020001,,,40.8958,-97.0914,"GOEHNER, WWTP",190.0,190.0,156.0,156.0,Receiving Collection
32826,31001025001,31001025001,31001025001,,,42.8049,-102.2033,GORDON WWTP,2325.0,2325.0,1764.0,1764.0,Receiving Collection
32827,31001030001,31001030001,31001030001,,,40.922,-100.1575,GOTHENBURG WWTP,3619.0,3619.0,3574.0,3574.0,Receiving Collection
32828,31001045001,31001045001,31001045001,,,40.9234,-98.3069,GRAND ISLAND WWTP,42940.0,42940.0,52335.0,52335.0,Receiving Collection
32829,31001046001,31001046001,31001046001,,,40.9999,-98.6075,CAIRO WWTP,718.0,718.0,770.0,770.0,Receiving Collection
32830,31001047001,31001047001,31001047001,,,40.8564,-98.4743,ALDA WWTP,540.0,540.0,665.0,665.0,Receiving Collection
32831,31001048001,31001048001,31001048001,,,40.8217,-98.6016,WOOD RIVER WWTP,1156.0,1156.0,1325.0,1325.0,Receiving Collection
32832,31001050001,31001050001,31001050001,,,40.85,-101.7167,GRANT WWTP,1225.0,1225.0,1393.0,1393.0,Receiving Collection
32833,31001055001,31001055001,31001055001,,,41.5408,-98.5331,GREELEY WWTP,612.0,612.0,425.0,425.0,Receiving Collection
32834,31001065001,31001065001,31001065001,,,41.0214,-97.3938,GRESHAM WWTP,270.0,270.0,219.0,219.0,Receiving Collection
32835,31001080001,31001080001,31001080001,,,40.0644,-98.3781,GUIDE ROCK WWTP,225.0,225.0,250.0,250.0,Receiving Collection
32836,31001085001,31001085001,31001085001,,,41.3886,-103.2853,GURLEY WWTP,228.0,228.0,187.0,187.0,Receiving Collection
32837,31001090001,31001090001,31001090001,,,42.1039,-97.4522,HADAR WWTP,220.0,220.0,289.0,289.0,Receiving Collection
32838,31001095001,31001095001,31001095001,,,40.0167,-101.9333,HAIGLER WWTP,225.0,225.0,172.0,172.0,Receiving Collection
32839,31001100001,31001100001,31001100001,,,40.5294,-96.7872,HALLAM WWTP,275.0,275.0,236.0,236.0,Receiving Collection
32840,31001105001,31001105001,31001105001,,,41.9,-100.275,HALSEY WWTP,59.0,59.0,63.0,63.0,Receiving Collection
32841,31001115001,31001115001,31001115001,,,40.8801,-97.8863,HAMPTON WWTP,429.0,429.0,440.0,440.0,Receiving Collection
32842,31001120001,31001120001,31001120001,,,40.1831,-96.9731,HARBINE WWTP,66.0,66.0,98.0,98.0,Receiving Collection
32843,31001125001,31001125001,31001125001,,,40.0075,-97.9317,HARDY WWTP,179.0,179.0,192.0,192.0,Receiving Collection
32844,31001130001,31001130001,31001130001,,,42.7653,-104.0094,HARRISON WWTP,346.0,346.0,288.0,288.0,Receiving Collection
32845,31001135001,31001135001,31001135001,,,42.6225,-97.2564,HARTINGTON WWTP,1758.0,1758.0,1522.0,1522.0,Receiving Collection
32846,31001145001,31001145001,31001145001,,,40.6115,-98.3509,HASTINGS WWTP,22837.0,22837.0,24878.0,24878.0,Receiving Collection
32847,31001150001,31001150001,31001150001,,,40.5486,-101.0411,HAYES CENTER WWTP,240.0,240.0,262.0,262.0,Receiving Collection
32848,31001155001,31001155001,31001155001,,,42.6833,-102.6867,HAY SPRINGS WWTP,927.0,927.0,600.0,600.0,Receiving Collection
32849,31001160001,31001160001,31001160001,,,41.0858,-99.0761,HAZARD WWTP,75.0,75.0,45.0,45.0,Receiving Collection
32850,31001161001,31001161001,31001161001,,,41.2427,-98.7914,ASHTON WWTP,275.0,275.0,190.0,190.0,Receiving Collection
32851,31001162001,31001162001,31001162001,,,41.157558,-99.15247,LITCHFIELD WWTP,265.0,265.0,262.0,262.0,Receiving Collection
32852,31001163001,31001163001,31001163001,,,41.1125,-98.835,ROCKVILLE WWTP,122.0,122.0,106.0,106.0,Receiving Collection
32853,31001165001,31001165001,31001165001,,,40.5667,-98.7917,HEARTWELL WWTP,69.0,69.0,74.0,74.0,Receiving Collection
32854,31001170001,31001170001,31001170001,,,40.1623,-97.5764,HEBRON WWTP,2206.0,2206.0,2092.0,2092.0,Receiving Collection
32855,31001175001,31001175001,31001175001,,,42.3092,-103.0417,HEMINGFORD WWTP,1214.0,1214.0,723.0,723.0,Receiving Collection
32856,31001180001,31001180001,31001180001,,,40.7708,-97.7839,HENDERSON WWTP,1123.0,1123.0,946.0,946.0,Receiving Collection
32857,31001195001,31001195001,31001195001,,,41.6691,-96.2093,HERMAN WWTP,347.0,347.0,372.0,372.0,Receiving Collection
32858,31001200001,31001200001,31001200001,,,41.1575,-100.9839,HERSHEY WWTP,622.0,622.0,667.0,667.0,Receiving Collection
32859,31001205001,31001205001,31001205001,,,40.6251,-96.6393,HICKMAN WWTP,1084.0,1084.0,2432.0,2432.0,Receiving Collection
32860,31001210001,31001210001,31001210001,,,40.3225,-99.1317,HILDRETH WWTP,389.0,389.0,477.0,477.0,Receiving Collection
32861,31001220001,31001220001,31001220001,,,40.4382,-99.3422,HOLDREGE WWTP,5636.0,5636.0,5406.0,5406.0,Receiving Collection
32862,31001230001,31001230001,31001230001,,,42.3214,-96.4896,HOMER WWTP,590.0,590.0,633.0,633.0,Receiving Collection
32863,31001240001,31001240001,31001240001,,,41.0731,-97.8855,HORDVILLE WWTP,150.0,150.0,130.0,130.0,Receiving Collection
32864,31001245001,31001245001,31001245001,,,42.1394,-97.2892,HOSKINS WWTP,208.0,208.0,295.0,295.0,Receiving Collection
32865,31001250001,31001250001,31001250001,,,41.0753,-98.705,BOELUS WWTP,228.0,228.0,244.0,244.0,Receiving Collection
32866,31001252001,31001252001,31001252001,,,41.2124,-98.4568,ST. PAUL WWTP,2200.0,2200.0,2290.0,2290.0,Receiving Collection
32867,31001255001,31001255001,31001255001,,,41.7236,-97.0001,HOWELLS WWTP,634.0,634.0,648.0,648.0,Receiving Collection
32868,31001260001,31001260001,31001260001,,,42.3036,-96.6281,HUBBARD WWTP,234.0,234.0,158.0,158.0,Receiving Collection
32869,31001265001,31001265001,31001265001,,,40.0092,-97.4947,HUBBELL WWTP,116.0,116.0,50.0,50.0,Receiving Collection
32870,31001275001,31001275001,31001275001,,,41.6981,-97.4811,HUMPHREY WWTP,816.0,816.0,934.0,934.0,Receiving Collection
32871,31001277001,31001277001,31001277001,,,41.3917,-97.4833,DUNCAN WWTP,359.0,359.0,487.0,487.0,Receiving Collection
32872,31001278001,31001278001,31001278001,,,41.7,-97.6938,LINDSAY WWTP,276.0,276.0,255.0,255.0,Receiving Collection
32873,31001279001,31001279001,31001279001,,,41.4741,-97.5944,MONROE WWTP,307.0,307.0,282.0,282.0,Receiving Collection
32874,31001290001,31001290001,31001290001,,,42.0,-101.75,HYANNIS WWTP,301.0,301.0,165.0,165.0,Receiving Collection
32875,31001295001,31001295001,31001295001,,,40.4661,-101.71,"IMPERIAL, WWTP",1964.0,1964.0,2163.0,2163.0,Receiving Collection
32876,31001300001,31001300001,31001300001,,,40.2354,-100.4173,INDIANOLA WWTP,1008.0,1008.0,941.0,941.0,Receiving Collection
32877,31001320001,31001320001,31001320001,,,42.4342,-96.6675,JACKSON WWTP,205.0,205.0,220.0,220.0,Receiving Collection
32878,31001325001,31001325001,31001325001,,,40.1887,-97.0869,JANSEN WWTP,143.0,143.0,118.0,118.0,Receiving Collection
32879,31001340001,31001340001,31001340001,,,40.725,-96.5917,LANCASTER CO. SID NO. 5 (CHENEY),200.0,200.0,214.0,214.0,Receiving Collection
32880,31001350001,31001350001,31001350001,,,40.6762,-99.0277,KEARNEY WWTP,29000.0,29000.0,33959.0,33959.0,Receiving Collection
32881,31001350002,31001350002,31001350002,,,40.6565,-99.09,"LAKEWOOD SUBDIV (BRANDT'S L, KEARNEY)",100.0,100.0,107.0,107.0,Receiving Collection
32882,31001351001,31001351001,31001351001,,,40.8383,-99.2702,AMHERST WWTP,248.0,248.0,266.0,266.0,Receiving Collection
32883,31001352001,31001352001,31001352001,,,40.7013,-99.3763,ELM CREEK WWTP,894.0,894.0,1136.0,1136.0,Receiving Collection
32884,31001353001,31001353001,31001353001,,,40.7581,-98.8407,GIBBON WWTP,1759.0,1759.0,1971.0,1971.0,Receiving Collection
32885,31001354001,31001354001,31001354001,,,40.9333,-99.3833,MILLER WWTP,156.0,156.0,131.0,131.0,Receiving Collection
32886,31001355001,31001355001,31001355001,,,40.9683,-99.085,PLEASANTON WWTP,372.0,372.0,399.0,399.0,Receiving Collection
32887,31001356001,31001356001,31001356001,,,41.0264,-98.9127,RAVENNA WWTP,1323.0,1323.0,1418.0,1418.0,Receiving Collection
32888,31001357001,31001357001,31001357001,,,40.7783,-98.7317,SHELTON WWTP,954.0,954.0,1059.0,1059.0,Receiving Collection
32889,31001360001,31001360001,31001360001,,,41.473,-96.2017,KENNARD WWTP,371.0,371.0,398.0,398.0,Receiving Collection
32890,31001370002,31001370002,31001370002,,,41.2368,-103.663,KIMBALL WWTP ,2559.0,2559.0,2496.0,2496.0,Receiving Collection
32891,31001385001,31001385001,31001385001,,,40.2928,-98.25,LAWRENCE WWTP,312.0,312.0,304.0,304.0,Receiving Collection
32892,31001395001,31001395001,31001395001,,,41.7018,-97.2333,LEIGH WWTP,519.0,519.0,405.0,405.0,Receiving Collection
32893,31001405001,31001405001,31001405001,,,41.3301,-102.1558,LEWELLEN WWTP,407.0,407.0,401.0,401.0,Receiving Collection
32894,31001415001,31001415001,31001415001,,,40.7648,-99.7205,LEXINGTON WWTP,10000.0,10000.0,10348.0,10348.0,Receiving Collection
32895,31001425001,31001425001,31001425001,,,40.838,-96.6865,THERESA STREET STP,198164.0,198164.0,205824.0,205824.0,Receiving Collection
32896,31001425002,31001425002,31001425002,,,40.8807,-96.6245,NORTHEAST STP,51033.0,51033.0,54712.0,54712.0,Receiving Collection
32897,31001435001,31001435001,31001435001,,,41.4167,-96.9333,LINWOOD SEPTIC TANKS,118.0,118.0,127.0,127.0,Receiving Collection
32898,31001440001,31001440001,31001440001,,,40.6194,-98.0969,HARVARD WWTP,1242.0,1242.0,1332.0,1332.0,Receiving Collection
32899,31001445001,31001445001,31001445001,,,41.1487,-102.6367,LODGEPOLE WWTP,504.0,504.0,455.0,455.0,Receiving Collection
32900,31001450001,31001450001,31001450001,,,42.5444,-99.695,LONG PINE WWTP,396.0,396.0,305.0,305.0,Receiving Collection
32901,31001455001,31001455001,31001455001,,,40.4833,-99.5,LOOMIS WWTP,397.0,397.0,383.0,383.0,Receiving Collection
32902,31001461001,31001461001,31001461001,,,40.6659,-96.0239,DUNBAR WWTP,282.0,282.0,229.0,229.0,Receiving Collection
32903,31001462001,31001462001,31001462001,,,40.5355,-96.2978,BURR WWTP,66.0,66.0,71.0,71.0,Receiving Collection
32904,31001463001,31001463001,31001463001,,,40.6814,-96.2619,UNADILLA WWTP,342.0,342.0,311.0,311.0,Receiving Collection
32905,31001464001,31001464001,31001464001,,,40.6958,-96.387,PALMYRA WWTP,522.0,522.0,560.0,560.0,Receiving Collection
32906,31001465001,31001465001,31001465001,,,40.5232,-96.0166,TALMAGE WWTP,268.0,268.0,233.0,233.0,Receiving Collection
32907,31001466001,31001466001,nan,,,40.5908,-96.3803,DOUGLAS WWTP,231.0,231.0,,,
32908,31001467001,31001467001,31001467001,,,40.725,-96.1167,OTOE WWTP,195.0,195.0,288.0,288.0,Receiving Collection
32909,31001468001,31001468001,31001468001,,,40.6417,-96.1886,SYRACUSE WWTP,1762.0,1762.0,2043.0,2043.0,Receiving Collection
32910,31001470001,31001470001,31001470001,,,41.2538,-98.9537,LOUP CITY WWTP,1000.0,1000.0,1100.0,1100.0,Receiving Collection
32911,31001490001,31001490001,31001490001,,,41.9376,-96.469,LYONS WWTP,963.0,963.0,799.0,799.0,Receiving Collection
32912,31001495001,31001495001,31001495001,,,40.1922,-100.6137,MCCOOK WWTP,8112.0,8112.0,7698.0,7698.0,Receiving Collection
32913,31001500001,31001500001,31001500001,,,40.7566,-97.5865,MCCOOL JUNCTION WWTP,367.0,367.0,372.0,372.0,Receiving Collection
32914,31001510001,31001510001,31001510001,,,42.42,-97.4328,MCLEAN WWTP,38.0,38.0,36.0,36.0,Receiving Collection
32915,31001530001,31001530001,31001530001,,,40.9033,-96.8617,MALCOLM WWTP,442.0,442.0,483.0,483.0,Receiving Collection
32916,31001535001,31001535001,31001535001,,,41.2656,-96.7128,MALMO WWTP,101.0,101.0,108.0,108.0,Receiving Collection
32917,31001536001,31001536001,31001536001,,,41.3039,-96.8133,PRAGUE WWTP,282.0,282.0,302.0,302.0,Receiving Collection
32918,31001537001,31001537001,31001537001,,,41.0923,-96.4259,MEMPHIS WWTP,106.0,106.0,114.0,114.0,Receiving Collection
32919,31001539001,31001539001,31001539001,,,41.2267,-96.4876,MEAD WWTP,513.0,513.0,550.0,550.0,Receiving Collection
32920,31001541001,31001541001,31001541001,,,41.0562,-96.645,CERESCO WWTP,908.0,908.0,1238.0,1238.0,Receiving Collection
32921,31001542001,31001542001,31001542001,,,41.0805,-96.8404,VALPARAISO WWTP,664.0,664.0,570.0,570.0,Receiving Collection
32922,31001545001,31001545001,31001545001,,,41.0032,-98.0028,MARQUETTE WWTP,282.0,282.0,239.0,239.0,Receiving Collection
32923,31001555001,31001555001,31001555001,,,42.5095,-96.8325,MARTINSBURG WWTP,101.0,101.0,88.0,88.0,Receiving Collection
32924,31001565001,31001565001,31001565001,,,41.4114,-99.8117,MASON CITY WWTP,178.0,178.0,169.0,169.0,Receiving Collection
32925,31001570001,31001570001,31001570001,,,41.08,-100.5217,MAXWELL WWTP,315.0,315.0,338.0,338.0,Receiving Collection
32926,31001575001,31001575001,31001575001,,,40.6572,-100.6125,MAYWOOD WWTP,331.0,331.0,355.0,355.0,Receiving Collection
32927,31001600001,31001600001,31001600001,,,41.4958,-99.7642,MERNA WWTP,423.0,423.0,425.0,425.0,Receiving Collection
32928,31001610001,31001610001,31001610001,,,40.7742,-97.0504,MILFORD WWTP,1886.0,1886.0,2022.0,2022.0,Receiving Collection
32929,31001630001,31001630001,31001630001,,,41.8086,-103.5033,MINATARE WWTP,810.0,810.0,896.0,896.0,Receiving Collection
32930,31001631001,31001631001,31001631001,,,41.8304,-103.6457,GERING WWTP,8951.0,8951.0,9377.0,9377.0,Receiving Collection
32931,31001632001,31001632001,31001632001,,,41.9983,-104.0467,HENRY WWTP,162.0,162.0,89.0,89.0,Receiving Collection
32932,31001633001,31001633001,31001633001,,,41.9174,-104.0391,LYMAN WWTP,421.0,421.0,379.0,379.0,Receiving Collection
32933,31001634001,31001634001,31001634001,,,41.75,-103.4167,MCGREW WWTP,103.0,103.0,110.0,110.0,Receiving Collection
32934,31001635001,31001635001,31001635001,,,41.9583,-103.9936,MELBETA WWTP,138.0,138.0,148.0,148.0,Receiving Collection
32935,31001636001,31001636001,31001636001,,,41.965,-103.9267,MORRILL WWTP,1097.0,1097.0,1176.0,1176.0,Receiving Collection
32936,31001638001,31001638001,31001638001,,,40.5081,-98.9448,"MINDEN, WWTP",2964.0,2964.0,2808.0,2808.0,Receiving Collection
32937,31001640001,31001640001,31001640001,,,41.9391,-103.8079,MITCHELL WWTP,1997.0,1997.0,1702.0,1702.0,Receiving Collection
32938,31001670001,31001670001,31001670001,,,42.0417,-101.0292,MULLEN WWTP,491.0,491.0,463.0,463.0,Receiving Collection
32939,31001690001,31001690001,31001690001,,,40.075,-99.1417,NAPONEE WWTP,132.0,132.0,106.0,106.0,Receiving Collection
32940,31001695001,31001695001,31001695001,,,40.6765,-95.8461,NEBRASKA CITY WWTP,7300.0,7300.0,7202.0,7202.0,Receiving Collection
32941,31001700001,31001700001,31001700001,,,40.8261,-95.9847,NEHAWKA WWTP,232.0,232.0,204.0,204.0,Receiving Collection
32942,31001701001,31001701001,31001701001,,,40.8704,-96.14,WEEPING WATER WWTP,1132.0,1132.0,1029.0,1029.0,Receiving Collection
32943,31001702001,31001702001,31001702001,,,40.7959,-96.1194,AVOCA WWTP,246.0,246.0,264.0,264.0,Receiving Collection
32944,31001703001,31001703001,31001703001,,,40.9198,-96.1654,MANLEY WWTP,191.0,191.0,163.0,163.0,Receiving Collection
32945,31001704001,31001704001,31001704001,,,41.0075,-96.1611,LOUISVILLE WWTP,1246.0,1246.0,1261.0,1261.0,Receiving Collection
32946,31001705001,31001705001,31001705001,,,40.8196,-95.9234,UNION WWTP,310.0,310.0,332.0,332.0,Receiving Collection
32947,31001707001,31001707001,31001707001,,,40.8044,-96.4278,EAGLE WWTP,1300.0,1300.0,919.0,919.0,Receiving Collection
32948,31001708002,31001708002,31001708002,,,40.92,-95.8921,BEAVER LAKE HOMEOWNERS ASSOC,2413.0,2413.0,2607.0,2607.0,Receiving Collection
32949,31001709001,31001709001,31001709001,,,40.925,-96.2667,MURDOCK WWTP,246.0,246.0,264.0,264.0,Receiving Collection
32950,31001710001,31001710001,31001710001,,,40.9649,-96.4407,GREENWOOD WWTP,544.0,544.0,583.0,583.0,Receiving Collection
32951,31001711001,31001711001,31001711001,,,40.1996,-98.0673,NELSON WWTP,587.0,587.0,629.0,629.0,Receiving Collection
32952,31001712001,31001712001,31001712001,,,42.1208,-98.02,NELIGH WWTP,1742.0,1742.0,1622.0,1622.0,Receiving Collection
32953,31001725001,31001725001,31001725001,,,42.6494,-96.8714,NEWCASTLE WWTP,360.0,360.0,325.0,325.0,Receiving Collection
32954,31001735001,31001735001,31001735001,,,42.6085,-99.3336,NEWPORT WWTP,98.0,98.0,97.0,97.0,Receiving Collection
32955,31001745001,31001745001,31001745001,,,42.7499,-98.031,NIOBRARA WWTP,429.0,429.0,293.0,293.0,Receiving Collection
32956,31001755001,31001755001,31001755001,,,42.0083,-97.4006,NORFOLK WWTP,24000.0,24000.0,24410.0,24410.0,Receiving Collection
32957,31001770001,31001770001,31001770001,,,41.4961,-98.7603,NORTH LOUP WWTP,339.0,339.0,281.0,281.0,Receiving Collection
32958,31001775001,31001775001,31001775001,,,41.1263,-100.8019,NORTH PLATTE WWTP,30000.0,30000.0,23390.0,23390.0,Receiving Collection
32959,31001780001,31001780001,31001780001,,,40.2333,-97.9,OAK WWTP,68.0,68.0,73.0,73.0,Receiving Collection
32960,31001785001,31001785001,31001785001,,,42.0706,-97.9617,OAKDALE WWTP,372.0,372.0,366.0,366.0,Receiving Collection
32961,31001790001,31001790001,31001790001,,,41.8306,-96.4827,OAKLAND WWTP,1279.0,1279.0,1179.0,1179.0,Receiving Collection
32962,31001800001,31001800001,31001800001,,,41.1983,-99.8689,OCONTO WWTP,241.0,241.0,144.0,144.0,Receiving Collection
32963,31001815001,31001815001,31001815001,,,41.1265,-101.6958,OGALLALA WWTP #1,5000.0,5000.0,4737.0,4737.0,Receiving Collection
32964,31001825001,31001825001,31001825001,,,41.2083,-95.9292,MISSOURI RIVER STP,190290.0,190290.0,199134.0,199134.0,Receiving Collection
32965,31001825002,31001825002,31001825002,,,41.0817,-95.8898,PAPILLION WWTP,249887.0,249887.0,428049.0,428049.0,Receiving Collection
32966,31001825005,nan,nan,,Y,41.085,-96.14,Southern Sarpy County Development,70000.0,,,,
